Code;Classification;Cause;Measures to take when an alert occurs;Estimated abnormal parts;Correction;Note;Solution;Faulty part isolation DIPSW;Control during the detachment
C-2402;Main body: Erase lamp/M abnormality;It cannot be detected that the erase lamp/M (EL2) is installed.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Erase lamp/M (EL2);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check the EL2 section, and clean or repair it when there is any abnormality. (Wiring diagram: Main body (2/5): 21-E) 3. Check the connector connection between PRCB and EL2, and the wiring. Then repair it when there is any abnormality. 4. Replace EL2. 5. Replace PRCB. 6. Replace EL2 and PRCB at the same time.;;
C-2403;Main body: Erase lamp/C abnormality;It cannot be detected that the erase lamp/C (EL4) is installed.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Erase lamp/C (EL4);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check the EL4 section, and clean or repair it when there is any abnormality. (Wiring diagram: Main body (2/5): 22-E) 3. Check the connector connection between PRCB and EL4, and the wiring. Then repair it when there is any abnormality. 4. Replace EL4. 5. Replace PRCB. 6. Replace EL4 and PRCB at the same time.;;
C-2404;Main body: Erase lamp/K abnormality;It cannot be detected that the erase lamp/K (EL3) is installed.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Erase lamp/K (EL3);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check the EL3 section, and clean or repair it when there is any abnormality. (Wiring diagram: Main body (2/5): 22-E) 3. Check the connector connection between PRCB and EL3, and the wiring. Then repair it when there is any abnormality. 4. Replace EL3. 5. Replace PRCB. 6. Replace EL3 and PRCB at the same time.;;
C-2411;Main body: TCR set detection/Y abnormality;After the front door is closed, an error detection signal of the TCR sensor/Y (TCRS1) is detected continuously for a specified period of time. Alternatively, the value of TCRS1 is detected as 0 continuously for a specified number of times.;when an alert occurs The main body and the option stop immediately.;• TCR sensor/Y (TCRS1) • Printer control board (PRCB);;"- The message """"Please call service"""" is displayed on the panel.";"1. Execute the IO Check (58-00) of the TCR sensor/Y (TCRS1). 2. When the result of the IO Check in the step 1 is normal, TCRS1, PRCB, and the wiring are not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between PRCB and TCRS1, CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN242 (Relay connector), CN221 of TCRS1, and the wiring. Then repair it when there is any abnormality. 4. Replace TCRS1. 5. Replace PRCB. Table 1: Result check Result check Normal Abnormal START 1 or more 0 STOP 1 or more 0";;
C-2412;Main body: TCR set detection/M abnormality;After the front door is closed, an error detection signal of the TCR sensor/M (TCRS2) is detected continuously for a specified period of time. Alternatively, the value of TCRS1 is detected as 0 continuously for a specified number of times.;when an alert occurs The main body and the option stop immediately.;• TCR sensor/M (TCRS2) • Printer control board (PRCB);;"- The message """"Please call service"""" is displayed on the panel.";"1. Execute the IO Check (58-01) of the TCR sensor/M (TCRS2). 2. When the result of the IO Check in the step 1 is normal, TCRS2, PRCB, and the wiring are not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between PRCB and TCRS2, CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN243 (Relay connector), CN222 of TCRS2, and the wiring. Then repair it when there is any abnormality. 4. Replace TCRS2. 5. Replace PRCB. Table 1: Result check Result check Normal Abnormal START 1 or more 0 STOP 1 or more 0";;
C-2413;Main body: TCR set detection/C abnormality;After the front door is closed, an error detection signal of the TCR sensor/C (TCRS4) is detected continuously for a specified period of time. Alternatively, the value of TCRS1 is detected as 0 continuously for a specified number of times.;when an alert occurs The main body and the option stop immediately.;• TCR sensor/C (TCRS4) • Printer control board (PRCB);;"- The message """"Please call service"""" is displayed on the panel.";"1. Execute the IO Check (58-02) of the TCR sensor/C (TCRS4). 2. When the result of the IO Check in the step 1 is normal, TCRS4, PRCB, and the wiring are not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between PRCB and TCRS4, CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN244 (Relay connector), CN223 of TCRS4, and the wiring. Then repair it when there is any abnormality. 4. Replace TCRS4. 5. Replace PRCB. Table 1: Result check Result check Normal Abnormal START 1 or more 0 STOP 1 or more 0";;
C-2414;Main body: TCR set detection/K abnormality;After the front door is closed, an error detection signal of the TCR sensor/K (TCRS3) is detected continuously for a specified period of time. Alternatively, the value of TCRS1 is detected as 0 continuously for a specified number of times.;when an alert occurs The main body and the option stop immediately.;• TCR sensor/K (TCRS3) • Printer control board (PRCB);;"- The message """"Please call service"""" is displayed on the panel.";"1. Execute the IO Check (58-03) of the TCR sensor/K (TCRS3). 2. When the result of the IO Check in the step 1 is normal, TCRS3, PRCB, and the wiring are not abnormal. Go on to step 4. For details of IO check results, refer to """"Table 1: Result check."""" 3. Check the connector connection between PRCB and TCRS3, CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN245 (Relay connector), CN224 of TCRS3, and the wiring. Then repair it when there is any abnormality. 4. Replace TCRS3. 5. Replace PRCB. Table 1: Result check Result check Normal Abnormal START 1 or more 0 STOP 1 or more 0";;
C-2431;Main body: TCR sensor/Y initial adjustment abnormality (low density);When the initial adjustment is performed with the TCR sensor/Y (TCRS1), the output value of TCRS1 lowers the prescribed value.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/Y (M5) • TCR sensor/Y (TCRS1);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check TCRS1, and clean or repair it when there is dirt or any abnormality. (Wiring diagram: Main body (2/5): 22-F) 3. Check the developing section, and clean or repair it if there is a sensor dirt or any abnormality. 4. Check the connector connection between PRCB and TCRS1, and the wiring. Then repair it when there is any abnormality. 5. Check the connector connection between PRCB and M5, and the wiring. Then repair it when there is any abnormality. 6. Rotate M5 by IO Check (50-00) and others, and repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 20-E) 7. Replace TCRS1. 8. Replace M5. 9. Replace PRCB.;;
C-2432;Main body: TCR sensor/M initial adjustment abnormality (low density);When the initial adjustment is performed with the TCR sensor/M (TCRS2), the output value of TCRS2 lowers the prescribed value.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/M (M6) • TCR sensor/M (TCRS2);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check TCRS2, and clean or repair it when there is dirt or any abnormality. (Wiring diagram: Main body (2/5): 23-F) 3. Check the developing section, and clean or repair it if there is a sensor dirt or any abnormality. 4. Check the connector connection between PRCB and TCRS2, and the wiring. Then repair it when there is any abnormality. 5. Check the connector connection between PRCB and M6, and the wiring. Then repair it when there is any abnormality. 6. Rotate M6 with the IO Check (50-05) and other method. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 19-E) 7. Replace TCRS2. 8. Replace M6. 9. Replace PRCB.;;
C-2433;Main body: TCR sensor/C initial adjustment abnormality (low density);When the initial adjustment is performed with the TCR sensor/C (TCRS4), the output value of TCRS4 lowers the prescribed value.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB) • Developing motor/C (M7) • TCR sensor/C (TCRS4);;"- The message """"Please call service"""" is displayed on the panel.";1. Check that the process unit is correctly installed without looseness, and reinstall or repair it when there is any abnormality. 2. Check TCRS4, and clean or repair it when there is dirt or any abnormality. (Wiring diagram: Main body (2/5): 23-F) 3. Check the developing section, and clean or repair it if there is a sensor dirt or any abnormality. 4. Check the connector connection between PRCB and TCRS4, and the wiring. Then repair it when there is any abnormality. 5. Check the connector connection between PRCB and M7, and the wiring. Then repair it when there is any abnormality. 6. Rotate M7 with the IO Check (50-10) and other method. Then repair or replace it when there is any abnormality. (Wiring diagram: Main body (2/5): 19-E) 7. Replace TCRS4. 8. Replace M7. 9. Replace PRCB.;;
